MAG_ID	Sep2016_L442_13m	Sep2016_L373_20m	Sep2016_L224_25m	Sep2017_L227_03m	Jun2016_L442_15m	Sep2017_L227_08m	Sep2016_L227_08m	Jun2016_L442_17m	Jun2016_L239_10m	Sep2016_L222_05m	Jun2016_L227_10m	Jun2016_L221_05m	Jul2014_L442_13m	Sep2016_L442_09m	Jun2016_L224_25m	Jul2018_L111_30m	Jun2016_L442_12m	Sep2016_L442_15m	Jun2016_L227_06m	Sep2016_L224_21m	Sep2016_L442_17m	Sep2016_L227_10m	Sep2016_L239_10m	Jun2016_L304_06m	Jul2018_L239_20m	Sep2016_L239_20m	Sep2016_L626_11m	Sep2016_L227_06m	Jul2018_L221_05m	Jun2016_L442_09m	Jun2016_L222_05m	Sep2017_L227_01m	Jun2016_L239_20m	Jun2016_L626_11m	Jun2013_L227_06m	Jun2016_L227_08m	Jun2011_L442_16_5m	Sep2017_L227_10m	Jul2018_L304_06m	Sep2017_L227_04m	Jul2014_L227_06m	Jul2014_L227_08m	Jun2013_L227_08m	Sep2017_L227_06m	Domain	Phylum	Class	Order	Family	Genus	Species	Completeness	Contamination	Strain_heterogeneity
MAG192	0.004588987847512174	0.19644263581378527	0.0015682173458564234	0.0	0.0030899428005255903	0.0006070113819640398	0.0007211841067137615	0.0032838082886057713	0.01986578481963321	0.0026882207106009707	0.000826172647494302	0.0007278441300291057	0.0008395156666216126	0.006368112950168765	0.0015451600431205862	0.00054270704171884	0.003066794185849639	0.002206085118117474	0.0002566745969476763	0.001922138305862295	0.003002236319646253	0.0009143796563937355	0.008022973679874649	0.00039439782980801435	0.004315379618049985	0.006325498509019961	0.0005217793458362033	0.00031709634600229745	0.00016224633006737348	0.00264356642333527	0.0005800301964967673	0.0	0.0031963303311648155	0.003137425532860746	0.00014947391587636486	0.0008662469245284895	0.002497369073812697	0.0014987822886924863	0.00028145078458257635	0.0005258592620016753	0.0004231284407239511	0.0006763089883616445	0.0004592684829012909	0.00017606112443168388	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales	0-14-0-20-34-12	Unresolved_0-14-0-20-34-12	Unresolved_0-14-0-20-34-12	72.66	5.3	0.0
MAG726	0.05050888423169368	0.03189576382597661	0.0016179034399825675	0.0	0.018233101034893954	0.0006257849298598347	0.00039789467956621323	0.12673184488173747	0.0	0.0002654595830086541	0.0004915204358510404	0.00020263842256492147	0.0037834172709080675	0.00032162186617013964	0.0013841344953896158	0.012617938719963029	0.0011102340969544686	0.04163985660446732	5.422702752415697e-05	0.0005386361966641139	0.04934059920710939	0.0004842825587566821	1.871247505510122e-05	0.00034829938216811654	5.723315143302367e-05	3.0323578662607676e-05	7.02395273241043e-05	0.00020335526537103857	0.000208098553782066	0.0004729316078443832	0.00023388314374869648	0.0	4.928262625143989e-05	0.0004032427800855504	3.9147930348571744e-05	0.0004213263251597712	0.018459678362695044	0.0007756855704636552	0.0006310422854325133	8.498735547501824e-05	5.4320543065912635e-05	0.00018444790591681215	0.00019136186787553785	0.00018633135669019876	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	ARS1160	ARS10	Unresolved_ARS10	63.55	0.0	0.0
MAG258	0.00023263879521320916	0.00017890252145980471	0.00012732061619824428	0.0	4.877023585947944e-05	0.0016864903859722547	0.19958645811215983	0.0003578509032455007	0.0	3.5394611067820552e-06	0.24395623334713076	2.0677390057645046e-05	3.3580626664864505e-05	3.859462394041676e-05	2.7408603869101305e-05	0.000230650492730507	0.0	0.0003040437823046519	0.01209624227305528	4.9215490050528174e-05	0.00031561971565511893	0.21844868650378338	0.0	0.00010244099475532839	0.0	6.064715732521535e-06	0.0	0.04976689282529535	0.0	0.00010913806334870382	6.236883833298573e-06	0.0	3.520187589388564e-05	1.9670379516368313e-05	0.00014947391587636486	0.24243116749693233	2.978969074130454e-05	0.002011523597982021	4.443959756566995e-05	7.436393604064095e-05	0.00018297446085360045	0.0011312804896231145	0.0004879727630826215	0.0001555206599146541	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	ARS1160	Unresolved_ARS1160	Unresolved_ARS1160	67.91	1.4	0.0
MAG407	0.0010956536806815656	0.0005622650674451006	0.0009564573119282742	3.985478283584316e-05	0.00043893212273531486	0.0008886146004009654	0.10117218280495158	0.0007086851221136387	0.0	0.00018405197755266687	0.020079132698595695	5.7896692161406135e-05	3.3580626664864505e-05	2.144145774467598e-05	0.0002535295857891871	5.4270704171884005e-05	1.82005589664667e-05	0.0005585920651643605	0.007967757910882797	0.0006835484729240024	0.0007236159334531995	0.07942572622741584	0.0	0.00015878354187075903	1.1446630286604735e-05	6.064715732521535e-06	1.0034218189157755e-05	0.07076763234912142	1.4108376527597695e-05	3.637935444956794e-05	8.731637366618002e-05	7.033231997745239e-05	5.632300143021702e-05	1.9670379516368313e-05	0.00022776977657350836	0.028225493175103387	3.971958765507272e-05	0.0009400257336974805	0.00020738478863979308	0.00032932600246569563	0.00021728217226365054	0.0004918610824448323	0.0005932217904141673	0.0004122764663775264	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	UBA73	UBA73	Unresolved_UBA73	59.5	0.0	0.0
MAG465	0.006844083265627314	0.00020957152513862836	0.0039748875300915296	1.1387080810240902e-05	0.0003030721799839079	0.005826057696995061	0.017626734304783245	0.0035188672152474234	0.0	0.0006176359631334687	0.008272184356556873	3.308382409223208e-05	0.0008227253532891803	8.576583097870392e-06	0.00041798120900379484	0.0024964523919066644	1.82005589664667e-05	0.004168228131827727	0.0006471091951216065	0.0010143859338192197	0.005130744889856995	0.018274046762594802	0.0	5.6342547115430614e-05	0.0001602528240124663	2.425886293008614e-05	4.013687275663102e-05	0.005338937390843029	0.0005008473667297181	2.4252902966378627e-05	0.00029937042399833154	9.377642663660319e-06	7.040375178777127e-06	3.9340759032736626e-05	0.0013488241456462448	0.007809704763161519	0.0012908865987898634	0.0062054845637092414	0.00018664630977581378	0.00015935129151565917	0.1362902425523748	0.1849520635263181	0.0043917548677435934	0.0003403848405679221	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	UBA73	UBA73	Unresolved_UBA73	65.58	0.69	0.0
MAG434	0.00107689248751921	0.0007871710944231407	0.0029004257446136627	0.0	0.0007454878909949	0.07724063389259941	0.27316215804744726	0.002978582518190491	0.0	0.0002442228163679618	0.32210798264744617	0.00028534798279550164	0.0007275802444053976	1.7153166195740783e-05	0.00047279841674199754	0.016973162729756724	1.82005589664667e-05	0.000880312811556492	0.018632406657300333	0.001749884090685446	0.0022247340932763262	0.34055223654554684	0.0	0.00044305730231679525	0.0	0.0	2.006843637831551e-05	0.1684470937154813	0.00035270941318994237	0.00024252902966378627	1.871065149989572e-05	0.0	0.00014080750357554255	0.0	0.11685657209048667	0.3031156407623445	0.0005262845364297135	0.10428698078492084	0.0004562465350075448	0.00020715667897035697	0.11520529491494819	0.2558415420336796	0.1158169864849724	0.007288930551471712	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	UBA472	Unresolved_UBA472	Unresolved_UBA472	89.35	1.48	100.0
MAG510	0.004536456506657578	5.1115006131372775e-06	6.210761765768014e-06	0.0	0.021169765951289752	0.0005819799847696464	0.0012533682406335718	0.04739068628470808	0.0	0.0	0.007085214793384679	0.0	0.0019476763465621411	0.0	1.3704301934550653e-05	0.40510367129102814	0.0001092033537988002	0.005182885870449066	0.0002675200024525077	0.0	0.005919794178994792	0.003728637043294454	0.0	5.12204973776642e-06	7.440309686293077e-05	0.0	0.0	0.00023782225950172306	0.0	0.0	0.0	0.0	0.00016192862911187394	0.0	2.135341655376641e-05	0.004857049876441842	0.0005312494848865976	0.001002474995726334	1.777583902626798e-05	0.0	8.005132662345019e-05	0.0013464697131927287	0.00022963424145064544	8.803056221584193e-06	Bacteria	Acidobacteriota	Aminicenantia	UBA2199	UBA2199	Unresolved_UBA2199	Unresolved_UBA2199	64.94	1.81	25.0
MAG534	0.030464425457032984	0.002006263990656381	0.038165131050644445	0.00227172262164306	0.000578275653762399	0.08385205167656856	0.46469622258188586	0.002764573644680927	0.0	0.027225534833367572	0.39259410472480816	0.0936437640930629	0.13854806884812015	8.362168520423632e-05	0.003552840276532257	5.4270704171884005e-05	0.0007689736163332179	0.05031217518578489	0.37641871912651975	0.017854286112774943	0.04299741272662602	0.4086464282163203	0.0	0.571364648247844	0.00013735956343925682	0.0	0.007605937387381579	1.1487849143757145	1.225936797083206	0.0007397135404745481	0.00012473767666597147	0.00012190935462758416	0.0005843511398385016	0.00025571493371278806	0.7099548346768666	0.3117915924500345	0.061163200040355095	0.06652818488031714	0.49661842807603707	0.5719808374760242	1.90455829121752	1.0653772528390375	0.4709319887483049	0.8440517022858618	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Geothrix	Unresolved_Geothrix	78.51	1.75	0.0
MAG580	0.6193482609143147	0.03598240856617986	0.5182601209253948	0.00024766900762273963	0.00934298375536599	0.04880809560441782	0.1983256293462844	0.0572210610973933	0.0024226566853211232	0.6178324032248951	0.14161540387397584	0.00966254437393753	3.5289041046439493	0.0007804690619062057	0.0585276474869822	0.001655256477242462	0.010984037336262652	1.1193477907330285	0.14175668021848287	0.29592180489825914	0.9324792047984358	0.18924610955162344	0.00012163108785815794	0.02135126433187932	3.4339890859814206e-05	3.638829439512921e-05	0.04350335295909345	0.47886373625525214	0.07938783472079222	0.0007882193464073053	0.0009199403654115395	4.6888213318301595e-06	0.0007990825827912039	0.0008851670782365741	0.32404521400892317	0.11344464100721934	1.5546196958710894	0.04936778503544111	0.016872233875766026	0.13608600295437295	0.42283396620101477	0.24108570956033462	0.20201115582281154	0.38637347344551487	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Geothrix	Unresolved_Geothrix	92.98	1.05	0.0
MAG654	0.3066742156704967	0.2106270500152412	0.08148519436687635	8.540310607680677e-06	0.27816452381281664	0.00011264128737477026	0.0004501183562592787	0.24955890490747254	0.0047241805363761906	0.036019325953167584	0.00043400208697485485	0.0010173275908361365	0.11862916046474468	0.00756025800077275	0.06168306300741249	0.003459757390957605	0.04000027846855218	0.45264341320964174	0.00019160216391868795	0.23239280982470237	0.32240938856262663	0.0005791071157160325	0.0002479402944800912	0.006525491365914419	0.0006410112960498652	0.0002971710708935552	0.009080967461187769	0.0005549186055040206	0.0007512710500945773	0.003819832217204633	0.0014188910720754255	0.0	0.0012109445307496658	0.0004524187288764712	2.135341655376641e-05	0.00038762021914698943	0.07979665159904109	0.0002465102448507379	0.0068259221860869045	3.983782287891479e-05	3.716668736088759e-05	8.607568942784567e-05	2.870428018133068e-05	3.227787281247537e-05	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	SCN-69-37	Unresolved_SCN-69-37	Unresolved_SCN-69-37	69.71	2.61	0.0
MAG516	0.0037297252006762882	6.64495079707846e-05	3.1053808828840075e-05	0.0	0.0006897504785840663	6.257849298598348e-06	0.0	0.002210255578869269	0.0004845313370642247	1.9380744025517957	0.0	0.0002563996367147986	0.016409732896897122	7.718924788083352e-05	1.3704301934550653e-05	5.4270704171884005e-05	0.0006279192843431012	0.0028495266109017374	0.0	5.46838778339202e-06	0.0021246595492881177	6.773182639953596e-06	1.871247505510122e-05	0.00013829534291969332	3.4339890859814206e-05	1.212943146504307e-05	0.0	0.0	2.116256479139654e-05	3.637935444956794e-05	0.0005176613581637816	0.0	6.336337660899414e-05	5.901113854910494e-05	0.0	0.0	0.01582825568054648	6.573606529353011e-06	7.110335610507192e-05	0.0	0.0	0.0	1.9136186787553785e-05	0.0	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unresolved_Vicinamibacterales	Unresolved_Vicinamibacterales	Unresolved_Vicinamibacterales	96.58	5.13	0.0
MAG205	1.073706836920242	0.35487104156766863	0.7109086347568699	5.693540405120451e-05	2.904689059613357	0.0007571997651304002	0.0011414603620055741	0.6589157798250046	13.24890374784989	0.006604634425255315	0.0031164487209278733	0.0029423926052028902	0.3592623343740529	2.1090954234923758	1.444166190013915	0.0420597957332101	2.4118197706028845	1.5946742842597241	0.005050343830083152	0.763179135825757	1.0996960697608869	0.0009922712567532017	3.422839155891478	0.0005378152224654741	1.7334433507125613	3.7708188803576537	0.009868653589036653	0.0026436184498235013	0.0014284731234192665	4.09095541946578	0.17615142854576826	4.6888213318301595e-06	2.2217417557294663	0.018618014212242608	0.0006370435938540312	0.003181856407606592	0.21757893622603147	0.000703375898640772	0.000592527967542266	0.0008737762484775311	0.00011150006208266278	0.00023363401416129538	0.000975945526165243	0.0009243209032663403	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	Bog-756	Unresolved_Bog-756	100.0	1.28	0.0
MAG090	0.004528952029392636	0.0005571535668319632	0.0006893945560002496	0.0012895869017597822	0.0041071505770233045	0.009796663076955713	0.007246656851599659	0.0031575079698132414	0.032948130920367275	0.0026882207106009707	0.011989961270281232	0.35841154056419045	0.001354418608816202	0.011025197572312387	0.0013567258915205146	8.140605625782601e-05	0.0020885141414020538	0.003627313030750847	0.0463641085331542	0.0009706388315520835	0.0041338484708975335	0.005235670180684129	0.008224132786716987	0.6746687083839862	0.007005337735402098	0.005503729527263293	0.0677209385586257	0.011542996334366241	0.12101812675960114	0.007609348305701293	0.02255569038312429	1.641087466140556e-05	0.0044847189888810295	0.10700686456904362	0.0005409532193620824	0.017577734285665655	0.002482474228442045	0.005899811860094327	0.013799976364059375	0.005508242976724619	0.00024301295582118806	6.763089883616445e-05	0.0002392023348444223	0.019971200214700672	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	RAAP-2	Unresolved_RAAP-2	92.02	2.14	33.33
MAG100	0.02001444086560093	0.016382359465104974	0.005030717030272091	0.0009622083284653562	0.054100125921265396	0.0007321683679360067	0.0014821576813841442	0.016422549785217535	0.061777745475688636	0.000640642460327552	0.0003712547972917433	0.00032463502390502725	0.00268085336207835	0.10178259991397687	0.006574638853100676	2.7135352085942002e-05	0.039954777071136025	0.01757090230295488	0.00033259243548149607	0.024224957880426647	0.020145775509010883	0.0016695895207485612	0.012570105118264247	0.00036366553138141575	0.0034683289768412348	0.009900648433341406	0.001319499691874245	0.0004687511201773093	0.0005290641197849135	0.0906634145140649	0.0016278266804909277	0.00012190935462758416	0.006227211845628368	0.003983251852064583	0.00813209280422604	0.00031346678591886973	0.004190416497610172	0.00035497475258506255	0.000296263983771133	0.00023637108241489447	0.0010177954384981524	0.0018998134309431652	0.007965437750319264	0.0003418520166048528	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	RAAP-2	Unresolved_RAAP-2	74.07	2.12	66.67
MAG107	0.04111327869598601	0.018598194980899985	0.07189888358141341	0.004458042137209313	0.11722274547653451	0.0004255337523046877	0.0007808683086486935	0.029091173428546	0.21064999878867163	0.0025431028052229064	0.001396127195449232	0.014393531219126718	0.026735775596342957	0.12404312134449948	0.10449530225094873	0.000922601970922028	0.05983433760225927	0.026752317449991868	0.0037742011156813252	0.2378475266386359	0.022181907577078663	0.0005113752893164965	0.10430801407589799	0.004315326904068209	0.01607679223753635	0.16044508706172347	0.025953505346256536	0.0006341926920045949	0.043725385953157156	0.02715112487086087	0.004721321061807019	8.908760530477304e-05	0.016397033791371928	0.04281258101737563	0.00017438623518909233	0.0014830686645623946	0.04211269281129085	0.00036154835911441556	0.004109181454905615	0.0004329043419508741	0.00024873090772286314	0.0003443027577113827	8.611284054399204e-05	0.00042401387467297196	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	RAAP-2	Unresolved_RAAP-2	94.02	6.58	8.33
MAG333	0.02180425869328965	0.01625712770008311	0.010167017010562239	0.0011159339194036085	0.04073011411921668	0.0003347949374750116	7.460525241866498e-05	0.03160665477783055	0.18581776776413014	0.02068284097748094	3.1373644841555776e-05	0.01094247481850576	0.08888791878189635	0.17673764789781515	0.018007452741999556	0.0014788766886838392	0.12573856161983518	0.0190416257150332	7.953297370209688e-05	0.05165439100192102	0.028251813572055768	1.3546365279907191e-05	0.0824237744989571	0.01756863060053882	0.9533669433107352	0.06229069528872869	0.028868445730206867	3.44669941306845e-05	0.03619856707568379	0.4269420405943877	0.0756035058272453	1.406646399549048e-05	0.006924208988327304	0.14702625169509495	2.8471222071688545e-05	4.718854841789437e-05	0.27026200430202857	0.00040098999829053366	0.010567736301116314	1.593512915156592e-05	5.717951901675014e-06	1.229652706112081e-05	5.740856036266136e-05	0.0005061757327410911	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	RAAP-2	Unresolved_RAAP-2	97.44	1.28	0.0
