MAG_ID	Sep2016_L442_13m	Sep2016_L373_20m	Sep2016_L224_25m	Sep2017_L227_03m	Jun2016_L442_15m	Sep2017_L227_08m	Sep2016_L227_08m	Jun2016_L442_17m	Jun2016_L239_10m	Sep2016_L222_05m	Jun2016_L227_10m	Jun2016_L221_05m	Jul2014_L442_13m	Sep2016_L442_09m	Jun2016_L224_25m	Jul2018_L111_30m	Jun2016_L442_12m	Sep2016_L442_15m	Jun2016_L227_06m	Sep2016_L224_21m	Sep2016_L442_17m	Sep2016_L227_10m	Sep2016_L239_10m	Jun2016_L304_06m	Jul2018_L239_20m	Sep2016_L239_20m	Sep2016_L626_11m	Sep2016_L227_06m	Jul2018_L221_05m	Jun2016_L442_09m	Jun2016_L222_05m	Sep2017_L227_01m	Jun2016_L239_20m	Jun2016_L626_11m	Jun2013_L227_06m	Jun2016_L227_08m	Jun2011_L442_16_5m	Sep2017_L227_10m	Jul2018_L304_06m	Sep2017_L227_04m	Jul2014_L227_06m	Jul2014_L227_08m	Jun2013_L227_08m	Sep2017_L227_06m	Domain	Phylum	Class	Order	Family	Genus	Species	Completeness	Contamination	Strain_heterogeneity
MAG192	0.001463922918413529	0.07743973474772572	0.0006317584154818392	0.0	0.0010583747108724925	0.0002456737392717032	0.00027575680265882807	0.0009052168692656783	0.0006287260645137349	0.0010650969591629064	0.00019410679485577678	0.0002787770942230306	0.00027516551939766486	0.0024226518239191205	0.00045416981006386926	9.736782634019753e-05	0.0006887859897577727	0.0007278843112807056	9.587208427842166e-05	0.0009072213854406196	0.0009273578814238126	0.0003233946918067152	0.001782723175450137	0.00015450961287576362	0.0011698116603226882	0.002506444211051686	0.00014019483712291887	0.00012015543725294997	6.703689589792345e-05	0.0007327555354260663	0.0002170664049546037	0.0	0.0011380908555979042	0.0006926106455819484	7.769985777041035e-05	0.00029258543093274423	0.0008208245840585651	0.0006085405625247536	0.00011552502927586651	0.0002589369945873537	0.0001896378860721441	0.00021209362884814245	0.00017766130434266039	9.412886574308888e-05	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales	0-14-0-20-34-12	Unresolved_0-14-0-20-34-12	Unresolved_0-14-0-20-34-12	72.66	5.3	0.0
MAG726	0.016112728049684805	0.012573642580326257	0.0006517745236951253	0.0	0.006245246039128101	0.0002532718961563951	0.00015214168422556033	0.034934988214192414	0.0	0.00010517744823860168	0.00011548125769900646	7.761407736891192e-05	0.0012400792740854764	0.0001223561527231879	0.00040683947509047264	0.0022638019624095927	0.0002493527915443569	0.013738816375423317	2.0254665692624294e-05	0.00025422846789730023	0.01524077010509212	0.0001712794108457788	4.157954928163585e-06	0.0001364500477344406	1.551474350560594e-05	1.2015552306096292e-05	1.8872381920392923e-05	7.70562043252614e-05	8.598210560820616e-05	0.00013108929303493847	8.752677619137246e-05	0.0	1.754765636384434e-05	8.901892309987426e-05	2.0349962749393185e-05	0.00014230808897507016	0.0060672481183493936	0.00031494643148210935	0.00025901927616589016	4.184840316563292e-05	2.434540429304553e-05	5.78437169585843e-05	7.40255434761085e-05	9.961971624476906e-05	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	ARS1160	ARS10	Unresolved_ARS10	63.55	0.0	0.0
MAG258	7.421359030387473e-05	7.052523883195818e-05	5.129127729654536e-05	0.0	1.6704899607908564e-05	0.0006825677601414848	0.07631521969306747	9.864542806100342e-05	0.0	1.4023659765146891e-06	0.05731678806326752	7.919803813154277e-06	1.1006620775906595e-05	1.4682738326782548e-05	8.05622722951431e-06	4.1381326194583953e-05	0.0	0.00010031738905471262	0.004518140760501392	2.3228997066758396e-05	9.749146958558029e-05	0.07726018963074206	0.0	4.013236698071782e-05	0.0	2.4031104612192584e-06	0.0	0.01885787346190592	0.0	3.0251375315755033e-05	2.334047365103266e-06	0.0	1.2534040259888812e-05	4.3423864926767936e-06	7.769985777041035e-05	0.08188407439625538	9.791148119982883e-06	0.0008167254918095378	1.8240794096189448e-05	3.661735276992881e-05	8.200557235552178e-05	0.00035477479734598376	0.0001887651358640767	8.314716473972851e-05	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	ARS1160	Unresolved_ARS1160	Unresolved_ARS1160	67.91	1.4	0.0
MAG407	0.00034952207046341	0.0002216507506147257	0.0003853100831057554	2.0635498779830326e-05	0.00015034409647117706	0.000359646092542081	0.03868487587092794	0.0001953566320423793	0.0	7.292303077876383e-05	0.004717532229406221	2.2175450676831978e-05	1.1006620775906595e-05	8.157076848212527e-06	7.452010187300737e-05	9.736782634019754e-06	4.087750681055031e-06	0.0001843040403563325	0.0029760855457695965	0.00032262495926053324	0.0002235170278303548	0.028091021136825524	0.0	6.220516882011263e-05	3.1029487011211883e-06	2.4031104612192584e-06	2.696054560056132e-06	0.02681555910519097	5.829295295471604e-06	1.0083791771918345e-05	3.267666311144572e-05	3.809824047848139e-05	2.0054464415822098e-05	4.3423864926767936e-06	0.00011839978326919672	0.0095335034966179	1.3054864159977179e-05	0.00038167237035543756	8.512370578221742e-05	0.00016216256226682756	9.738161717218212e-05	0.00015424991188955816	0.00022947918477593635	0.00022041842728173314	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	UBA73	UBA73	Unresolved_UBA73	59.5	0.0	0.0
MAG465	0.0021833159470043147	8.261527977457958e-05	0.0016012886570628796	5.8958567942372365e-06	0.00010380901899200321	0.0023579613532160384	0.006739876611192321	0.0009700133759332002	0.0	0.0002447128629018133	0.0019435249965939173	1.2671686101046844e-05	0.00026966220900971155	3.26283073928501e-06	0.00012285746525009326	0.0004478920011649087	4.087750681055031e-06	0.0013752814150640254	0.00024170567726531657	0.0004787754395426313	0.0015848308409460797	0.0064631028036630945	0.0	2.20728018393948e-05	4.344128181569664e-05	9.612441844877033e-06	1.0784218240224527e-05	0.002023051872878473	0.00020693998298924193	6.722527847945563e-06	0.00011203427352495674	5.079765397130852e-06	2.5068080519777623e-06	8.684772985353587e-06	0.0007011487165472744	0.0026378227372419005	0.00042428308519925826	0.002519571451856875	7.661133520399568e-05	7.846575593556172e-05	0.061082619371251236	0.058001823118271095	0.00169888622277669	0.00018198247376997181	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	UBA73	UBA73	Unresolved_UBA73	65.58	0.69	0.0
MAG434	0.00034353710350342007	0.000310311050860616	0.00116844031695057	0.0	0.0002553463225780309	0.03126135014258385	0.10444811887742639	0.0008210781218018813	0.0	9.676325237951354e-05	0.07567830803740955	0.00010929329262152903	0.00023847678347797623	6.52566147857002e-06	0.00013896991970912187	0.003045178768789678	4.087750681055031e-06	0.0002904538357514354	0.0069595031319857085	0.0008259198957069652	0.0006871959685422611	0.12044535856811657	0.0	0.0001735724871916046	0.0	0.0	5.392109120112264e-06	0.06382865792854533	0.0001457323823867901	6.722527847945562e-05	7.0021420953097966e-06	0.0	5.013616103955525e-05	0.0	0.06074463880693866	0.10238099306751267	0.0001729769501196976	0.04234294629023664	0.0001872721527208783	0.00010200548271623024	0.051632758494345406	0.08023309166935368	0.04480210955032776	0.0038969350417638795	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	UBA472	Unresolved_UBA472	Unresolved_UBA472	89.35	1.48	100.0
MAG510	0.0014471650109255572	2.015006823770234e-06	2.5020135266607493e-06	0.0	0.007251119636947166	0.00023554286342544745	0.000479246305310515	0.013063749433804258	0.0	0.0	0.0016646500444909972	0.0	0.0006383840050025825	0.0	4.028113614757155e-06	0.07268021397164044	2.4526504086330188e-05	0.0017100615390024266	9.992301741694652e-05	0.0	0.0018285595149100302	0.0013187316877007165	0.0	2.0066183490358913e-06	2.0169166557287723e-05	0.0	0.0	9.011657793971249e-05	0.0	0.0	0.0	0.0	5.7656585195488535e-05	0.0	1.1099979681487193e-05	0.0016405276497046088	0.00017460880813969476	0.00040702822712730235	7.296317638475779e-06	0.0	3.587743790554078e-05	0.00042225913379766535	8.883065217133019e-05	4.706443287154444e-06	Bacteria	Acidobacteriota	Aminicenantia	UBA2199	UBA2199	Unresolved_UBA2199	Unresolved_UBA2199	64.94	1.81	25.0
MAG534	0.009718389349631595	0.0007908901783298166	0.015374873121330304	0.0011762234304503287	0.0001980723810652015	0.033937167725476156	0.17768437123597908	0.0007620842873732421	0.0	0.01078699909135099	0.0922388118010543	0.035867207509013094	0.04541148288459463	3.1812599708028855e-05	0.0010442884546257925	9.736782634019754e-06	0.00017270746627457507	0.01660019492601878	0.14059843706087463	0.008426963935885129	0.013281429350494114	0.14452868104277444	0.0	0.22383827683495364	3.723538441345426e-05	0.0	0.0020436093565225476	0.4353022525696546	0.5065322427285335	0.00020503709936233968	4.6680947302065316e-05	6.603695016270107e-05	0.00020806506831415428	5.645102440479831e-05	0.3690502744534726	0.10531140123568733	0.020102858948344855	0.027011994574700743	0.20384330613079657	0.2816475998803031	0.8535857519520818	0.33410723727668157	0.18217316121752922	0.4512616264445133	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Geothrix	Unresolved_Geothrix	78.51	1.75	0.0
MAG580	0.1975769262765785	0.014184640535930559	0.20878176973896956	0.00012823488527465989	0.0032001814820293403	0.019753941540718037	0.07583312073117772	0.01577359736936241	7.667391030655303e-05	0.24479069421350982	0.03327211598151268	0.003700924321886994	1.1566582607880844	0.000296917597274936	0.017203066220224123	0.0002969718703376025	0.002466957536016711	0.3693219672487288	0.05294839674261226	0.13967079736307006	0.28803260228879296	0.06693192138092983	2.7026707033063297e-05	0.008364588587956112	9.308846103363565e-06	1.441866276731555e-05	0.011688744545123359	0.1814529947750147	0.03280144462761871	0.00021848215505823078	0.0003442719863527317	2.539882698565426e-06	0.00028452271389947604	0.00019540739217045568	0.16844589165979532	0.03831730680507149	0.5109657513634868	0.02004447203754781	0.00692542149185326	0.06700975556896971	0.18950590835413444	0.07560559431266693	0.07814506497055393	0.2065697179092812	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Geothrix	Unresolved_Geothrix	92.98	1.05	0.0
MAG654	0.09783146692138686	0.08303137868368812	0.03282641746978903	4.421892595677927e-06	0.09527758812082134	4.558894130815112e-05	0.00017211028028016513	0.06879358072807212	0.00014951412509777841	0.014271177360001733	0.00010196749350018655	0.00038965434760719045	0.03888272232768603	0.002876185296679737	0.018130539380021956	0.0006207198929187593	0.008983854059288695	0.14934692971456937	7.156648544727251e-05	0.10968603364939611	0.09958872510203107	0.000204816638144253	5.509290279816749e-05	0.0025564317766717253	0.00017376512726278656	0.00011775241259974364	0.0024399293768507992	0.00021027201519266246	0.0003104099744838629	0.001058798136051426	0.000530995775560993	0.0	0.00043117098494017513	9.987488933156623e-05	1.1099979681487193e-05	0.00013092344185706455	0.02622722209739415	0.00010008890830999237	0.002801785973174699	1.961643898389043e-05	1.665738188471536e-05	2.699373458067267e-05	1.1103831521416274e-05	1.7256958719566296e-05	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	SCN-69-37	Unresolved_SCN-69-37	Unresolved_SCN-69-37	69.71	2.61	0.0
MAG516	0.0011898114316459916	2.6195088709013038e-05	1.2510067633303747e-05	0.0	0.0002362550087404211	2.532718961563951e-06	0.0	0.0006092805850826681	1.5334782061310605e-05	0.7678823188323363	0.0	9.820556728311303e-05	0.005378568685826357	2.9365476653565096e-05	4.028113614757155e-06	9.736782634019754e-06	0.0001410273984963986	0.0009401839020709114	0.0	2.5809996740842665e-06	0.0006562840391614673	2.395516235605298e-06	4.157954928163585e-06	5.417869542396906e-05	9.308846103363565e-06	4.806220922438517e-06	0.0	0.0	8.743942943207407e-06	1.0083791771918345e-05	0.00019372593130357108	0.0	2.2561272467799865e-05	1.302715947803038e-05	0.0	0.0	0.005202363367750905	2.66903755493313e-06	2.9185270553903116e-05	0.0	0.0	0.0	7.402554347610849e-06	0.0	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unresolved_Vicinamibacterales	Unresolved_Vicinamibacterales	Unresolved_Vicinamibacterales	96.58	5.13	0.0
MAG205	0.3425208561136138	0.13989386374707222	0.286390476315696	2.9479283971186182e-05	0.9949211497118517	0.00030645899434923805	0.00043645645662207614	0.18163718064558135	0.4193104469889619	0.0026168149121764102	0.000732200314772424	0.0011269880826118538	0.11775433237103672	0.8023733112974796	0.4244846267799164	0.007546006541365309	0.5416821498739859	0.5261530407792869	0.0018863845315064093	0.3602094765145484	0.33968405844337773	0.00035094312851617615	0.7605627205723624	0.00021069492664876858	0.46990124245168946	1.4941663712543003	0.002651569659815206	0.0010017306562283982	0.0005902161486664999	1.1339492748636095	0.06592166675629409	2.539882698565426e-06	0.7910771771747005	0.004110068815318585	0.0003311493938310346	0.00107471068793973	0.07151291401033498	0.0002855870183778449	0.00024321058794919264	0.0004302538950466635	4.997214565414609e-05	7.326870814754012e-05	0.0003775302717281534	0.0004941765451512166	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	Bog-756	Unresolved_Bog-756	100.0	1.28	0.0
MAG090	0.0014447710241415612	0.00021963574379095546	0.0002777235014593432	0.000667705781947367	0.001406791188408871	0.003964971534328365	0.002770880423958017	0.0008704008358323831	0.0010427651801691211	0.0010650969591629064	0.002817005573444913	0.13727791939530967	0.0004439337046282327	0.004194368915350881	0.00039878324786095837	1.4605173951029631e-05	0.00046906939065106485	0.001196809781048083	0.01731773916719377	0.00045812744214995723	0.001276900467498942	0.0018517340501228955	0.0018274211909278955	0.264308759007484	0.0018990046050861675	0.0021808227435564766	0.018195672225818832	0.004373919123479668	0.050002237720731556	0.0021091931122929203	0.008441082295895961	8.889589444978991e-06	0.0015968367291098347	0.023622582520161754	0.0002811994852643422	0.005937093472039927	0.0008159290099985735	0.002395461205552484	0.005664374593336696	0.0027122996301725834	0.00010891365078467736	2.1209362884814245e-05	9.253192934513562e-05	0.010677351004124381	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	RAAP-2	Unresolved_RAAP-2	92.02	2.14	33.33
MAG100	0.006384762752917222	0.006458096870183599	0.0020266309565952073	0.0004981998991130464	0.01853050649363	0.0002963281185029823	0.0005667277737402123	0.004527051458368206	0.0019551847128171022	0.0002538282417491587	8.722520528329211e-05	0.00012434091986652217	0.0008786952252765433	0.038721643798464864	0.0019324875066797451	4.868391317009877e-06	0.008973634682586058	0.005797411902347928	0.00012422861624809567	0.011433828556193298	0.006222809168425942	0.000590494752076706	0.0027931062229938877	0.00014246990278154827	0.0009401934564397201	0.003923077827940439	0.00035453117464738135	0.00017762108115653474	0.00021859857358018513	0.025130489727582497	0.0006091863622919524	6.603695016270107e-05	0.002217271721974331	0.0008793332647670506	0.004227242262033039	0.00010587721819745219	0.0013772881688775922	0.000144128027966389	0.00012160529397459632	0.00011639087130441654	0.00045615599622758987	0.0005957902846734183	0.0030813132471930156	0.00018276688098449757	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	RAAP-2	Unresolved_RAAP-2	74.07	2.12	66.67
MAG107	0.013115456596121861	0.007331602328287995	0.028964559591388165	0.002308227934943878	0.04015141941472308	0.00017222488938634865	0.00029857805529266213	0.00801929303413569	0.006666796501154786	0.001007599954125804	0.0003280159128259013	0.005512975434336692	0.008763104574417634	0.04719032098227911	0.030714366312523313	0.00016552530477833581	0.013438480363968415	0.008826763755546634	0.0014097247322066508	0.11226058082429516	0.006851748039289015	0.0001808614757882	0.023177480258315862	0.0016905759590627382	0.004358091450724709	0.06357548880678608	0.006973345119585184	0.00024031087450589994	0.018066443444490366	0.007525869925775057	0.0017668738553831722	4.8257771272743096e-05	0.0058383559530562085	0.00945120420131104	9.064983406547874e-05	0.0005009244731922469	0.013841419725615802	0.00014679706552132217	0.001686665427427651	0.00021316530362494268	0.00011147632492078742	0.00010797493832269069	3.331149456424883e-05	0.00022669368499793902	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	RAAP-2	Unresolved_RAAP-2	94.02	6.58	8.33
