MAG_ID	Jun2018_L221_05m_A	Jun2018_L221_05m_B	Jun2018_L221_05m_C	Jun2018_L304_06m_A	Jun2018_L304_06m_B	Jun2018_L304_06m_C	Sep2017_L227_04m_A	Sep2017_L227_04m_B	Sep2017_L227_04m_C	Domain	Phylum	Class	Order	Family	Genus	Species	Completeness	Contamination	Strain_heterogeneity
MAG192	2.892588847493532e-05	0.0	4.646739742844776e-05	4.716732687822261e-05	7.076940497084302e-06	1.494965293259493e-05	0.0024878866637974	0.0037665895474643	0.0013663295109492	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales	0-14-0-20-34-12	Unresolved_0-14-0-20-34-12	Unresolved_0-14-0-20-34-12	72.66	5.3	0.0
MAG726	0.0	7.82770409212018e-06	0.0	1.572244229274087e-05	7.0769404970843e-05	2.989930586518986e-05				Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	ARS1160	ARS10	Unresolved_ARS10	63.55	0.0	0.0
MAG407	0.0	1.565540818424036e-05	0.0	7.861221146370435e-05	0.0003538470248542	0.0001494965293259	0.0	0.0	1.2364972949766923e-05	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	UBA73	UBA73	Unresolved_UBA73	59.5	0.0	0.0
MAG465	4.338883271240298e-05	7.82770409212018e-05	3.0978264952298505e-05	4.716732687822261e-05	1.4153880994168603e-05	1.494965293259493e-05	3.504065723658339e-05	0.0	0.0	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	UBA73	UBA73	Unresolved_UBA73	65.58	0.69	0.0
MAG434	0.0010124060966227	0.0009236690828701	0.0008673914186643	0.0002043917498056	0.0004670780728075	0.0003587916703822	0.001804593847684	0.0010203441425407	0.0002720294048948	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	UBA472	Unresolved_UBA472	Unresolved_UBA472	89.35	1.48	100.0
MAG534	0.1178513011190052	0.1334232162501884	0.1269644189069954	0.0631963567956719	0.0717601766404348	0.0739185589252156	0.0715880627343398	0.0521895174184685	0.0834450199515021	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Geothrix	Unresolved_Geothrix	78.51	1.75	0.0
MAG580	0.0626245485482349	0.0743005672424047	0.0708782702108589	0.0210366277876872	0.0271612976278095	0.0251826903649561	0.0564329784795175	0.0450688178705244	0.0588449062679408	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Geothrix	Unresolved_Geothrix	92.98	1.05	0.0
MAG654	0.0009907116802665	0.0010254292360677	0.0006505435639982	0.0137256921215627	0.0159868085829134	0.0133276155894083				Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	SCN-69-37	Unresolved_SCN-69-37	Unresolved_SCN-69-37	69.71	2.61	0.0
MAG516	0.0	0.0	1.5489132476149252e-05	1.572244229274087e-05	1.4153880994168603e-05	0.0				Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unresolved_Vicinamibacterales	Unresolved_Vicinamibacterales	Unresolved_Vicinamibacterales	96.58	5.13	0.0
MAG205	0.0012148873159472	0.0013620205120289	0.0013475545254249	0.000849011883808	0.0008067712166676	0.0007773819524949	3.504065723658339e-05	2.1709449841293066e-05	4.94598917990677e-05	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	Bog-756	Unresolved_Bog-756	100.0	1.28	0.0
MAG090	0.0093213675610479	0.0104812957793489	0.0100059795795924	0.0018316645271043	0.0026184679839211	0.0017192100872484	0.0001138821360188	0.0001845303236509	0.0001854745942465	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	RAAP-2	Unresolved_RAAP-2	92.02	2.14	33.33
MAG100	0.000188018275087	0.0002426588268557	0.0001394021922853	3.144488458548174e-05	2.8307761988337206e-05	0.0	0.0	0.0	3.709491884930078e-05	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	RAAP-2	Unresolved_RAAP-2	74.07	2.12	66.67
MAG107	0.0059731959700741	0.0056124638340501	0.0056225550888421	0.0008018445569297	0.0008775406216384	0.000754957473096	1.7520328618291695e-05	0.0	6.182486474883463e-05	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	RAAP-2	Unresolved_RAAP-2	94.02	6.58	8.33
MAG333	0.0059948903864303	0.0056829131708792	0.0065286693386969	0.0022797541324474	0.00361631659401	0.0031244774629123				Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	RAAP-2	Unresolved_RAAP-2	97.44	1.28	0.0
MAG410	0.0025599411300317	0.0026927302076893	0.0024317937987554	0.0011555995085164	0.0014012342184226	0.0011361736228772	0.0003153659151292	0.0002605133980955	0.0004327740532418	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	RAAP-2	Unresolved_RAAP-2	95.73	1.79	0.0
MAG455	0.0005929807137361	0.0006731825519223	0.0006660326964744	6.288976917096348e-05	0.0001273849289475	8.969791759556959e-05				Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	RAAP-2	Unresolved_RAAP-2	94.78	5.13	12.5
MAG487	0.0024731634646069	0.0029275613304529	0.0028190221106591	0.0033017128814755	0.0043169337032214	0.0041560035152613	0.0001401626289463	0.0001736755987303	1.2364972949766923e-05	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	RAAP-2	Unresolved_RAAP-2	83.52	2.99	25.0
MAG031	0.0030082924013932	0.0033659127596116	0.0022769024739939	0.0173261314066004	0.0193554322595255	0.0186048430746143	0.0110903680153786	0.0087489082860411	0.0149368873233184	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	Unresolved_RAAP-2	Unresolved_RAAP-2	94.68	0.85	0.0
MAG059	0.0045413644905648	0.0063247849064331	0.0036089678669427	0.0046538429186512	0.0051520126818773	0.0047838889384303	0.0021725207486681	0.001780174886986	0.0017681911318166	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	Unresolved_RAAP-2	Unresolved_RAAP-2	98.29	1.28	0.0
MAG146	0.0001301664981372	0.0001565540818424	3.0978264952298505e-05	0.0009747914221499	0.0010190794315801	0.0010165763994164	1.7520328618291695e-05	0.0	0.0	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	Unresolved_RAAP-2	Unresolved_RAAP-2	91.17	1.28	0.0
MAG278	0.0057924091671057	0.0066378930701179	0.0051036691508911	0.0012499341622728	0.0014720036233935	0.0015622387314561	1.7520328618291695e-05	2.1709449841293066e-05	6.182486474883463e-06	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	Unresolved_RAAP-2	Unresolved_RAAP-2	70.56	1.8	0.0
MAG381	0.0027334964608813	0.0027240410240578	0.001874185029614	0.0004087834996112	0.0004812319538017	0.00040364062918	1.7520328618291695e-05	0.0	0.0	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	Unresolved_RAAP-2	Unresolved_RAAP-2	52.07	0.43	0.0
MAG485	1.446294423746766e-05	0.0	1.5489132476149252e-05	0.0	0.0	5.2323785264082255e-05				Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	Unresolved_RAAP-2	Unresolved_RAAP-2	76.73	3.38	12.5
MAG579	0.0005568233531425	0.0007044933682908	0.0003485054807133	7.075099031733391e-05	0.0001556926909358	0.0001943454881237				Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	Unresolved_RAAP-2	Unresolved_RAAP-2	66.08	4.27	0.0
MAG156	1.446294423746766e-05	0.0	0.0	0.0001100570960491	8.49232859650116e-05	0.0001046475705281	0.0	0.0	4.327740532418424e-05	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	PALSA-555	Unresolved_PALSA-555	Unresolved_PALSA-555	96.58	2.99	0.0
MAG021	1.446294423746766e-05	0.0	0.0	0.0	1.4153880994168603e-05	0.0	0.0	0.0	6.182486474883463e-06	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Casp-actino8	Unresolved_Casp-actino8	89.93	3.42	0.0
MAG352	0.0	0.0	1.5489132476149252e-05	0.0	0.0	0.0				Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Casp-actino8	Unresolved_Casp-actino8	86.32	2.14	33.33
MAG024	1.446294423746766e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.472994589953385e-05	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA2093	Unresolved_UBA2093	53.58	2.94	28.57
MAG043	6.508324906860447e-05	3.91385204606009e-05	3.0978264952298505e-05	0.0	0.0	0.0	7.008131447316678e-05	0.0	3.709491884930078e-05	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA2093	Unresolved_UBA2093	87.18	0.43	100.0
MAG651	1.446294423746766e-05	3.91385204606009e-05	7.744566238074626e-06	0.0	0.0	0.0	2.6280492927437545e-05	0.0	3.709491884930078e-05	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA2093	Unresolved_UBA2093	83.05	2.14	33.33
MAG686	0.0002458700520369	0.0002035203063951	0.0002323369871422	0.0002043917498056	0.0001132310479533	0.0001195972234607	7.008131447316678e-05	0.0001085472492064	8.655481064836849e-05	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA2093	Unresolved_UBA2093	90.6	2.96	0.0
MAG061	0.0054959188102377	0.0060116767427482	0.0039652179138942	0.0107541505282347	0.0126323387872954	0.0126548812074416	0.0028908542220181	0.0011288913917472	0.0008160882146846	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA668	Unresolved_UBA668	82.72	7.75	33.33
MAG334	1.446294423746766e-05	1.565540818424036e-05	0.0	0.0	0.0	2.989930586518986e-05				Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA668	Unresolved_UBA668	66.3	5.13	30.0
MAG250	0.0	1.565540818424036e-05	0.0	0.0	0.0	0.0	0.0002102439434195	0.0001953850485716	9.89197835981354e-05	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Unresolved_Ilumatobacteraceae	Unresolved_Ilumatobacteraceae	98.29	1.28	0.0
MAG314	1.446294423746766e-05	0.0	0.0	0.0	0.0	0.0	0.0005256098585487	0.0004776078965084	0.0006306136204381	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Unresolved_Ilumatobacteraceae	Unresolved_Ilumatobacteraceae	97.86	0.0	0.0
MAG472	1.446294423746766e-05	0.0	0.0	0.0	4.24616429825058e-05	1.494965293259493e-05				Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Unresolved_Ilumatobacteraceae	Unresolved_Ilumatobacteraceae	87.18	1.28	0.0
MAG566	0.0030661441783431	0.0026144531667681	0.0020910328842801	0.0098736937598412	0.009157561003227	0.0089847414124895	0.0034164640805668	0.0013025669904775	0.0021453228067845	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Unresolved_Ilumatobacteraceae	Unresolved_Ilumatobacteraceae	94.02	3.85	20.0
MAG617	0.0	1.565540818424036e-05	0.0	5.502854802459304e-05	2.12308214912529e-05	2.989930586518986e-05	0.0020673987769584	0.0012157291911124	0.0025471844276519	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Unresolved_Ilumatobacteraceae	Unresolved_Ilumatobacteraceae	92.72	3.85	0.0
MAG310	1.446294423746766e-05	9.393244910544216e-05	3.0978264952298505e-05	0.0	2.8307761988337206e-05	4.48489587977848e-05	0.0021725207486681	0.0010637630422233	0.0017187312400176	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	UBA8139	Unresolved_UBA8139	Unresolved_UBA8139	99.15	2.14	0.0
MAG338	0.0	0.0	0.0	1.572244229274087e-05	1.4153880994168603e-05	1.494965293259493e-05				Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	UBA8139	Unresolved_UBA8139	Unresolved_UBA8139	99.15	1.28	0.0
MAG153	0.0	0.0	7.744566238074626e-06	0.0	4.24616429825058e-05	0.0				Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Unresolved_Microtrichales	Unresolved_Microtrichales	Unresolved_Microtrichales	89.89	1.71	0.0
MAG060	2.892588847493532e-05	3.131081636848072e-05	1.5489132476149252e-05	0.0	1.4153880994168603e-05	0.0				Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Rhodoluna	Unresolved_Rhodoluna	66.82	2.4	20.0
MAG397	0.0001663238587308	0.000133070969566	0.0001161684935711	3.144488458548174e-05	4.24616429825058e-05	2.989930586518986e-05				Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Rhodoluna	Unresolved_Rhodoluna	70.58	1.78	25.0
MAG567	0.0003181847732242	0.0002974527555005	0.0005421196366652	0.000298726403562	0.0004953858347959	0.0003438420174496				Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Rhodoluna	Unresolved_Rhodoluna	65.03	6.58	17.65
MAG254	1.446294423746766e-05	1.565540818424036e-05	0.0	0.0001257795383419	0.0001132310479533	0.0001046475705281	0.0041873585397717	0.0020189788352402	0.0029304985890947	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unresolved_Mycobacterium	85.44	7.01	3.92
MAG191	0.0001446294423746	0.0002191757145793	6.195652990459701e-05	0.0003458937304402	0.0003821547868425	0.0003587916703822	0.0146294743962735	0.0077828377681035	0.0097683286303158	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Unresolved_Mycolicibacterium	94.75	0.15	66.67
MAG337	0.0003543421338179	0.000328763571869	0.0001858695897137	0.0004166447207576	0.000424616429825	0.0005307126791071	0.0133592505714474	0.0071206995479441	0.009440656847147	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Unresolved_Mycolicibacterium	96.32	1.05	42.86
MAG354	0.0034711066169922	0.0028805951059002	0.0020523100530897	0.0030344313624989	0.0034393930815829	0.0026460885690693	0.0021462402557407	0.0010203441425407	0.0012674097273511	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Unresolved_Mycolicibacterium	92.22	0.25	50.0
MAG486	2.169441635620149e-05	7.82770409212018e-06	2.323369871422388e-05	4.716732687822261e-05	4.953858347959011e-05	5.2323785264082255e-05	0.0012439433318987	0.0006621382201594	0.0009273729712325	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Unresolved_Mycolicibacterium	86.92	0.76	40.0
MAG652	7.231472118733831e-05	4.6966224552721074e-05	1.5489132476149252e-05	6.288976917096348e-05	2.8307761988337206e-05	1.494965293259493e-05				Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Unresolved_Mycolicibacterium	87.24	1.82	61.54
MAG196	8.677766542480597e-05	0.0001565540818424	0.0001858695897137	0.0004480896053431	0.0005803091207609	0.0005232378526408	0.0002978455865109	0.0003473511974606	0.0006615260528125	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	AAA044-D11	Unresolved_AAA044-D11	69.57	3.53	36.36
MAG414	0.0015764609218839	0.0018003719411876	0.001665081741186	0.0760573145911339	0.0795094264847421	0.077371928752645	0.0169771984311246	0.0126674639823945	0.0203465629888414	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	AAA044-D11	Unresolved_AAA044-D11	84.63	0.13	100.0
MAG622	0.0034566436727547	0.0033032911268747	0.0023620927026127	0.0308945991052358	0.0314499235690426	0.03090840743814	0.0045552854407558	0.0037991537222262	0.0063865085285546	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	AAA044-D11	Unresolved_AAA044-D11	86.92	0.0	0.0
MAG683	0.0025020893530819	0.0026457639831366	0.0020290763543755	0.0103610894709162	0.0117123365226745	0.0114514341463677	0.0019535166409395	0.0016173540131763	0.0024420821575789	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	AAA044-D11	Unresolved_AAA044-D11	86.47	0.96	66.67
MAG749	0.0160249422151141	0.0190369763520362	0.016712773941765	0.0480635060889088	0.0623478457793126	0.0524583321404756	0.0093996563037134	0.0108872890954084	0.0205691325019372	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	AAA044-D11	Unresolved_AAA044-D11	84.61	1.47	40.0
MAG195	0.0078099898882325	0.0077885655716595	0.0075277183834085	0.0022561704690083	0.0027033912698862	0.0024293186015466	0.0027769720859992	0.0020841071847641	0.003338542696437	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	GCA-2737595	Unresolved_GCA-2737595	90.96	0.79	50.0
MAG343	0.0017934050854459	0.0019256152066615	0.0016573371749479	0.0006053140282705	0.0006935401687142	0.0007773819524949	0.0002190041077286	0.0002062397734922	0.0002287519995706	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	GCA-2737595	Unresolved_GCA-2737595	87.66	0.53	0.0
MAG665	0.0022996081337573	0.0027866626567947	0.0023466035701366	0.0009119016529789	0.0014224650399139	0.0008222309112927	6.132115016402094e-05	6.51283495238792e-05	0.0001854745942465	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	GCA-2737595	Unresolved_GCA-2737595	73.33	5.53	47.62
MAG085	0.001764479196971	0.0016907840838979	0.0016728263074241	7.861221146370435e-05	9.907716695918022e-05	5.979861173037972e-05	0.000245284600656	0.0001085472492064	0.0001483796753972	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Nanopelagicus	Unresolved_Nanopelagicus	72.58	0.79	50.0
MAG073	0.0127056965126153	0.0138863470594212	0.0118724200429684	0.0403123420385875	0.0422210270056049	0.0421430716169851	0.0478830581137912	0.0493021605895765	0.0876491107544228	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	PALSA-747	Unresolved_PALSA-747	86.68	0.68	100.0
MAG099	0.0073399442005148	0.0079059811330413	0.0071404900715048	0.0118625827098729	0.014359112268584	0.0133051911100094	0.000543130187167	0.0005535909709529	0.0010448402142553	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	PALSA-747	Unresolved_PALSA-747	65.55	0.88	66.67
MAG461	0.0045269015463273	0.0042739264342976	0.0040968755399414	0.0027042600743514	0.0033190850931325	0.0032590243393056	0.0019885572981761	0.0016064992882556	0.0017867385912413	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	PALSA-747	Unresolved_PALSA-747	89.41	0.0	0.0
MAG633	0.0191200122819322	0.017455780125428	0.0171464696510972	0.007703996723443	0.0073741719979618	0.0082297839393935	0.0068416883254429	0.006632236926515	0.0152336466741128	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	PALSA-747	Unresolved_PALSA-747	81.39	3.95	87.5
MAG694	0.0344290387572917	0.0349272156590402	0.0333713359198635	0.0391567425300711	0.0419591802072128	0.0404089118768041	0.0056853466366356	0.0064694160527053	0.0131934261374013	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	PALSA-747	Unresolved_PALSA-747	87.21	0.18	50.0
MAG720	0.0040930132192033	0.005275872558089	0.0040736418412272	0.0101645589422569	0.0134037253014776	0.0109506207731257	0.0154354095127149	0.0183661945657339	0.0345230044757492	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	PALSA-747	Unresolved_PALSA-747	83.49	0.26	100.0
MAG737	0.0027624223493563	0.0034911560250856	0.0028577449418495	0.0059352219655096	0.0081172507501556	0.0073328047634378	0.0071220135833355	0.0083689929138184	0.0139724194332366	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	PALSA-747	Unresolved_PALSA-747	85.72	1.63	60.0
MAG117	0.0041508649961532	0.0051114907721544	0.0043834244907502	0.0065719808783656	0.0093344845156541	0.0080578629306686	0.0075074608129379	0.0083038645642945	0.0086740285242614	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila	Planktophila sp000378885	68.17	0.08	0.0
MAG066	0.006002121858549	0.0067631363355918	0.0069158976506006	0.0092605185104243	0.0106437185076147	0.009223935859411	0.0040209154178979	0.0032672722011146	0.0045008501537151	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila	Unresolved_Planktophila	77.41	1.02	60.0
MAG253	0.0717940551947894	0.0860186402683086	0.0728453900353299	0.1240893757954573	0.1518145275434524	0.1330593859265611	0.0297232375009318	0.0307405809752709	0.0451136038072246	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila	Unresolved_Planktophila	85.99	0.26	0.0
MAG259	0.000188018275087	0.0001878648982108	0.0002245924209041	0.0001650856440737	0.0001840004529241	0.0001793958351911	0.0001138821360188	5.427362460323267e-05	0.0001112847565479	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila	Unresolved_Planktophila	82.99	0.68	50.0
MAG277	0.0173121442522487	0.0196788480875901	0.0186024481038552	0.0317357497678974	0.0383357866727056	0.0340403597275186	0.0425656383781396	0.0408571846013135	0.0648419181485777	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila	Unresolved_Planktophila	89.26	0.0	0.0
MAG339	0.0021549786913826	0.0025048653094784	0.00229239160647	0.0040092227846489	0.0057040140406499	0.0044475217474469	0.0483736273151033	0.036450166283531	0.0474011238029315	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila	Unresolved_Planktophila	84.56	4.43	69.23
MAG368	0.0001663238587308	0.000133070969566	0.0001858695897137	4.716732687822261e-05	6.36924644737587e-05	3.7374132331487326e-05	5.256098585487509e-05	1.0854724920646533e-05	0.0001112847565479	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila	Unresolved_Planktophila	57.88	4.29	61.54
MAG420	0.0116715959996364	0.0127356745578795	0.0120118222352537	0.0242911733422846	0.0298293041952103	0.0251976400178887	0.0027506915930717	0.0020406882850815	0.0031036082103914	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila	Unresolved_Planktophila	82.82	0.53	100.0
MAG526	0.0011714984832348	0.0019334429107536	0.0013785327903772	0.0007782608934906	0.0010756949555568	0.0009866770935512	0.000840975773678	0.0008466685438104	0.0010139277818808	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila	Unresolved_Planktophila	84.85	0.13	0.0
MAG240	1.446294423746766e-05	0.0	0.0	0.0	0.0	1.494965293259493e-05	0.0	0.0	1.2364972949766923e-05	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	UBA3012	Unresolved_UBA3012	79.49	1.84	25.0
MAG143	0.0004845086319551	0.0003444189800532	0.0004027174443798	0.0131361005355849	0.0162557323218026	0.0153831928676401	0.0108538435790317	0.0078045472179448	0.0128966667866069	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Unresolved_Nanopelagicaceae	Unresolved_Nanopelagicaceae	84.05	0.6	50.0
